# timestamp, x, y, z, qx, qy, qz, qw
0,1.32433601729407,-0.07011499740251,0.99425547476404,-0.00208652374706,0.00449804815864,0.43328955786490,0.90124112923604
4998446,1.32432810063949,-0.07013449978159,0.99425875260672,-0.00210849822289,0.00467434978626,0.43334947093681,0.90121137405611
9996414,1.32432251544258,-0.07014757992177,0.99426244949887,-0.00215323189113,0.00474432817971,0.43327079367895,0.90124873053301
14995098,1.32432695208376,-0.07014152832771,0.99428719415588,-0.00151124512174,0.00512976881402,0.43304908336306,0.90135447688937
19998074,1.32432479877477,-0.07013774589177,0.99431588107947,-0.00163651819112,0.00549835795136,0.43318734834000,0.90128564345950
24996281,1.32431131670107,-0.07016188451282,0.99433432746382,-0.00227274373474,0.00552206819898,0.43329726055720,0.90123128296367
29996634,1.32430709970392,-0.07016554600741,0.99434802425268,-0.00160093279421,0.00573848574672,0.43310194713498,0.90132525216118
34997463,1.32430201926001,-0.07015888141803,0.99435412492096,-0.00191752981442,0.00578494167812,0.43320441720471,0.90127509143630
39998293,1.32429232145235,-0.07016666479190,0.99435232035599,-0.00192361276581,0.00591218926641,0.43332154452056,0.90121794521987
44997692,1.32428846441789,-0.07018267273070,0.99435420607001,-0.00203407901150,0.00609243443341,0.43328939903371,0.90123195762814
49995899,1.32428351759690,-0.07020064341703,0.99437228115306,-0.00226405574770,0.00600741551916,0.43345608902934,0.90115182066827
54996967,1.32428780126105,-0.07019744733401,0.99439223948727,-0.00172112095977,0.00605501248291,0.43308319106249,0.90133197224197
59994698,1.32429391620176,-0.07019122620242,0.99439845059111,-0.00187238443920,0.00591865824375,0.43322137956759,0.90126616487399
64995766,1.32429208408896,-0.07019822657590,0.99439637927186,-0.00228839120589,0.00591051028795,0.43336244100173,0.90119743889053
69998741,1.32430344413303,-0.07020611632651,0.99440873745795,-0.00180373305405,0.00609449553664,0.43287246840612,0.90143276497319
74998856,1.32430541024187,-0.07021527568787,0.99441588796690,-0.00224268834127,0.00580424675098,0.43327863514480,0.90123853967510
79996347,1.32429569249278,-0.07022614533307,0.99439997674441,-0.00252873895830,0.00573111090966,0.43335454480523,0.90120175229727
84994793,1.32429161792874,-0.07022867826363,0.99437650003617,-0.00255697644776,0.00552430243219,0.43335062845184,0.90120484728750
89992523,1.32428740921644,-0.07023073428175,0.99435419661000,-0.00256911131500,0.00546164085528,0.43335892463605,0.90120120538341
94991446,1.32430477368692,-0.07023691577223,0.99436084616776,-0.00187496525987,0.00561528172894,0.43275631044093,0.90149150239474
99992752,1.32432349473420,-0.07025449192024,0.99437787752801,-0.00264376654984,0.00514806843496,0.43309525965546,0.90132957565687
104991436,1.32432061704761,-0.07027350611776,0.99436056570291,-0.00269492704759,0.00503183332081,0.43323394472922,0.90126342828054
109988928,1.32432942988982,-0.07026136254987,0.99435310590556,-0.00180781268432,0.00499368788847,0.43250061541912,0.90161799702349
114989281,1.32434133111510,-0.07025184459188,0.99434189378147,-0.00229204122863,0.00490707004834,0.43295726173072,0.90139817878959
119988918,1.32434055137408,-0.07027238868557,0.99431471263857,-0.00275430170707,0.00470529312712,0.43309371167839,0.90133240868357
124989033,1.32433650114827,-0.07030359775657,0.99429806169205,-0.00317283543998,0.00440329120540,0.43316010996666,0.90130065087933
129987955,1.32433016350269,-0.07032256102810,0.99426529680395,-0.00310639504556,0.00431412873631,0.43325020231134,0.90125801011711
134990931,1.32433787446733,-0.07030433372754,0.99425169356998,-0.00186857043606,0.00416099746704,0.43248949601418,0.90162743435524
139991045,1.32434714187000,-0.07029939111946,0.99424164423439,-0.00262457268641,0.00396987808690,0.43287642125157,0.90144071109010
144989729,1.32434411486008,-0.07033025641643,0.99420410822651,-0.00289558008918,0.00393624048637,0.43307997610586,0.90134225237860
149988174,1.32435081827777,-0.07034400936511,0.99418167692615,-0.00282031368546,0.00365667934399,0.43284815337899,0.90145501864668
154989719,1.32435218367078,-0.07034511414211,0.99414681931895,-0.00259464006269,0.00324674607397,0.43287050852387,0.90144653159972
159987211,1.32433979859828,-0.07034292213282,0.99409195027782,-0.00269766062904,0.00294467215679,0.43285839444575,0.90145308357721
164984465,1.32433535183218,-0.07035204053643,0.99404988152292,-0.00304675912484,0.00296419160754,0.43290144009085,0.90143123642029
169986010,1.32432982591088,-0.07036357827469,0.99401550254049,-0.00261318593797,0.00291378563322,0.43301386624307,0.90137876209381
174984932,1.32432894943459,-0.07036429430938,0.99399994591432,-0.00264929095203,0.00282648357460,0.43266337349644,0.90154722421110
179984570,1.32433416208370,-0.07037115775363,0.99398019656942,-0.00298010667693,0.00270932267288,0.43291617131157,0.90142518666375
184983253,1.32433340367308,-0.07038372098919,0.99395071755375,-0.00326903707560,0.00248844795984,0.43294248060880,0.90141218624314
189983130,1.32434489403142,-0.07039848886542,0.99394071374356,-0.00319174060236,0.00271519249807,0.43282490392378,0.90146827069232
194982052,1.32435035350429,-0.07041612500346,0.99392953821191,-0.00354389900993,0.00283111125272,0.43305786239900,0.90135471009103
199983358,1.32433517407279,-0.07043761200098,0.99391616637068,-0.00400846445586,0.00269570754675,0.43315185810660,0.90130801238663
204982996,1.32431677181402,-0.07044436279320,0.99389985622295,-0.00371653068982,0.00250977423738,0.43318235389409,0.90129514406086
209981203,1.32430688106738,-0.07044492170834,0.99388003301498,-0.00404519787711,0.00245223851287,0.43309823367627,0.90133431249837
214981556,1.32430924910600,-0.07044583805951,0.99388188549297,-0.00392080001178,0.00248836912868,0.43281513147443,0.90147074124074
219984770,1.32430239002603,-0.07044001111816,0.99388220885567,-0.00342756293216,0.00267893527507,0.43307134180723,0.90134914878943
224983931,1.32429061169691,-0.07045063763058,0.99386870477223,-0.00424576622147,0.00277312221455,0.43298517668925,0.90138677604553
229982376,1.32428103709888,-0.07046001353654,0.99385947229715,-0.00409774795814,0.00282156901131,0.43307345873475,0.90134489877600
234983444,1.32427740658749,-0.07046150108320,0.99387138157633,-0.00371520880994,0.00283517130854,0.43301398141654,0.90137508891967
239983797,1.32428460113776,-0.07046950026120,0.99390184690611,-0.00378147492589,0.00314362752853,0.43293633879047,0.90141108524804
244982004,1.32427721395419,-0.07047136489430,0.99392996261812,-0.00288722266535,0.00355736130654,0.43315149468087,0.90130948723595
249982119,1.32426922989016,-0.07047903220719,0.99395680716372,-0.00337460511361,0.00374100441855,0.43295433301842,0.90140177637214
254984379,1.32426778201088,-0.07049027259725,0.99397608042059,-0.00309972492312,0.00383691288150,0.43314332423721,0.90131156126707
259983063,1.32426384215172,-0.07050614892602,0.99399571794934,-0.00336322109032,0.00390944912018,0.43306154125411,0.90134960278357
264981747,1.32426573684944,-0.07051451770107,0.99404075661669,-0.00284710606170,0.00393540112209,0.43300047419373,0.90138060548976
269979954,1.32425496247945,-0.07050562008898,0.99408541087079,-0.00221412410452,0.00438792916664,0.43318139472234,0.90129336123067
274978161,1.32424159564127,-0.07052123696741,0.99409452805577,-0.00289100578126,0.00470559921597,0.43300528310047,0.90137446393198
279979467,1.32422841426611,-0.07053753543268,0.99409083386217,-0.00307545582083,0.00469063310842,0.43325053702427,0.90125607443208
284978628,1.32421124020173,-0.07054400018718,0.99409808313870,-0.00334559776538,0.00459844240002,0.43330519118581,0.90122931188156
289979696,1.32420283526503,-0.07054517776897,0.99413342805071,-0.00281605852291,0.00470496379622,0.43316821852376,0.90129641494406
294977188,1.32418369901454,-0.07053535920918,0.99416480632258,-0.00234170342321,0.00510522820036,0.43335079384323,0.90120782428114
299976349,1.32416475043513,-0.07054632001553,0.99417847912748,-0.00296013326233,0.00525759770693,0.43327190443412,0.90124305939377
304975748,1.32416681876463,-0.07055303367611,0.99421095928611,-0.00247713031635,0.00535449829762,0.43322610695126,0.90126596153923
309974432,1.32416707022259,-0.07056724827334,0.99423702707584,-0.00340228417416,0.00521100810709,0.43347561429523,0.90114380742936
314973354,1.32414693468579,-0.07059282886180,0.99425366656841,-0.00319115326693,0.00526698078998,0.43351769012759,0.90112401355231
319974184,1.32412190782955,-0.07059082704401,0.99426985302674,-0.00273434465328,0.00538402034887,0.43357820822881,0.90109570692202
324973106,1.32410459002813,-0.07059956869698,0.99427493278610,-0.00303002298842,0.00551440788622,0.43339061816706,0.90118421110843
329972506,1.32408297157863,-0.07061687561729,0.99428988680670,-0.00296732723897,0.00547069221890,0.43373052104429,0.90102114381981
334972143,1.32407031192603,-0.07063434519219,0.99431187836638,-0.00331359037878,0.00529400446200,0.43376241790677,0.90100563730047
339973927,1.32406224785536,-0.07065969932323,0.99433576073491,-0.00314859940427,0.00537766696017,0.43380638513800,0.90098456548010
344971418,1.32405369499622,-0.07063316788357,0.99437890898195,-0.00134778788459,0.00543748155844,0.43310361986191,0.90132672861989
349972725,1.32405306819915,-0.07061755932419,0.99442489596001,-0.00237170232752,0.00535956021506,0.43345127248048,0.90115794649297
354971647,1.32403546514818,-0.07065013633872,0.99443542721339,-0.00252642687640,0.00526259213672,0.43380828343695,0.90098629041331
359969616,1.32402527502480,-0.07066780421214,0.99444971741028,-0.00272681998244,0.00489298775657,0.43365496353772,0.90106159374523
364971161,1.32401303533605,-0.07068858772799,0.99447844736902,-0.00271396728455,0.00479466631505,0.43383803503939,0.90097403120715
